id	name	num_orgs	num_tta_genes	num_fs	num_tta_fs_genes	descr
1005890	NULL	3	1	2	0	NULL
1005903	NULL	2	1	2	1	NULL
1005907	NULL	3	1	2	0	NULL
1005908	NULL	6	1	5	0	NULL
1005912	NULL	3	1	2	0	NULL
1005913	NULL	3	1	3	1	NULL
1005952	NULL	3	1	2	0	NULL
1005953	NULL	3	1	2	0	NULL
1005963	NULL	6	1	5	0	NULL
1005975	NULL	2	1	2	1	NULL
1005976	NULL	3	1	2	0	NULL
1005988	NULL	3	1	2	0	NULL
1005996	NULL	3	1	2	0	NULL
1005998	NULL	3	1	2	0	NULL
1006000	NULL	5	1	5	1	NULL
1006001	NULL	3	1	2	0	NULL
1006019	NULL	3	1	2	0	NULL
1006029	NULL	3	1	2	0	NULL
1006034	NULL	3	1	2	0	NULL
1006036	NULL	3	1	2	0	NULL
1006054	NULL	5	1	4	0	NULL
1006062	NULL	4	1	3	0	NULL
1006069	NULL	3	1	2	0	NULL
1006080	NULL	8	1	7	0	NULL
1006082	NULL	3	1	3	1	NULL
1006108	NULL	3	1	2	0	NULL
1006169	NULL	9	1	8	0	NULL
1006190	NULL	3	1	2	0	NULL
1006207	NULL	3	1	2	0	NULL
1006246	NULL	2	1	2	1	NULL
1006247	NULL	2	1	2	1	NULL
1006318	NULL	3	1	2	0	NULL
1006337	NULL	2	1	2	1	NULL
1006341	NULL	8	1	8	1	NULL
1006346	NULL	5	1	4	0	NULL
1006348	NULL	3	1	2	0	NULL
1006350	NULL	12	1	12	1	NULL
1006368	NULL	5	1	4	0	NULL
1006376	NULL	4	1	3	0	NULL
1006433	NULL	3	1	2	0	NULL
1006445	NULL	7	1	7	1	NULL
1006465	NULL	2	1	2	1	NULL
1006473	NULL	3	1	2	0	NULL
1006518	NULL	2	1	2	1	NULL
1006554	NULL	5	1	5	1	NULL
1006581	NULL	7	1	6	0	NULL
1006601	NULL	2	1	2	1	NULL
1006632	NULL	3	1	3	1	NULL
1006650	NULL	2	1	2	1	NULL
1006657	NULL	3	1	2	0	NULL
1006686	NULL	3	1	2	0	NULL
1006687	NULL	3	1	3	1	NULL
1006696	NULL	4	1	3	0	NULL
1006708	NULL	4	1	3	0	NULL
1006722	NULL	4	1	3	0	NULL
1006739	NULL	3	1	2	0	NULL
1006754	NULL	3	1	2	0	NULL
1006813	NULL	4	1	4	1	NULL
1006817	NULL	5	1	4	0	NULL
1006825	NULL	2	1	2	1	NULL
1006834	NULL	2	1	2	1	NULL
1006869	NULL	4	1	3	0	NULL
1006871	NULL	3	1	2	0	NULL
1006931	NULL	5	1	4	0	NULL
1006933	NULL	3	1	2	0	NULL
1006954	NULL	4	1	3	0	NULL
1006956	NULL	13	1	13	1	NULL
1006960	NULL	5	1	4	0	NULL
1006962	NULL	5	1	4	0	NULL
1006996	NULL	3	1	2	0	NULL
1007019	NULL	6	1	5	0	NULL
1007035	NULL	2	1	2	1	NULL
1007075	NULL	8	1	7	0	NULL
1007077	NULL	3	1	2	0	NULL
1007082	NULL	6	1	6	1	NULL
1007125	NULL	3	1	2	0	NULL
1007139	NULL	3	1	2	0	NULL
1007144	NULL	3	1	2	0	NULL
1007160	NULL	3	1	2	0	NULL
1007162	NULL	3	1	2	0	NULL
1007168	NULL	3	1	2	0	NULL
1007203	NULL	2	1	2	1	NULL
1007207	NULL	7	1	7	1	NULL
1007243	NULL	4	1	3	0	NULL
1007248	NULL	2	1	2	1	NULL
1007267	NULL	4	1	4	1	NULL
1007274	NULL	3	1	2	0	NULL
1007275	NULL	5	1	4	0	NULL
1007311	NULL	3	1	2	0	NULL
1007330	NULL	4	1	3	0	NULL
1007334	NULL	4	1	3	0	NULL
1007350	NULL	4	1	3	0	NULL
1007355	NULL	3	1	2	0	NULL
1007390	NULL	4	1	3	0	NULL
1007410	NULL	3	1	2	0	NULL
1007476	NULL	2	1	2	1	NULL
1007504	NULL	3	1	2	0	NULL
1007506	NULL	3	1	2	0	NULL
1007513	NULL	3	1	2	0	NULL
1007552	NULL	9	1	9	1	NULL
1007559	NULL	3	1	2	0	NULL
1007581	NULL	3	1	2	0	NULL
1007597	NULL	3	1	2	0	NULL
1007614	NULL	5	1	4	0	NULL
1007617	NULL	3	1	2	0	NULL
1007689	NULL	4	1	3	0	NULL
1007690	NULL	3	1	2	0	NULL
1007695	NULL	3	1	2	0	NULL
1007700	NULL	5	1	4	0	NULL
1007753	NULL	3	1	3	1	NULL
1007779	NULL	4	1	4	1	NULL
1007791	NULL	2	1	2	1	NULL
1007808	NULL	3	1	3	1	NULL
1007828	NULL	3	1	2	0	NULL
1007829	NULL	8	1	7	0	NULL
1007832	NULL	17	1	17	1	NULL
1007836	NULL	3	1	2	0	NULL
1007839	NULL	11	1	11	1	NULL
1007857	NULL	3	1	2	0	NULL
1007873	NULL	2	1	2	1	NULL
1007880	NULL	2	1	2	1	NULL
1007888	NULL	3	1	2	0	NULL
1007914	NULL	3	1	2	0	NULL
1007947	NULL	4	1	3	0	NULL
1007966	NULL	3	1	3	1	NULL
1007967	NULL	3	1	2	0	NULL
1007972	NULL	5	1	4	0	NULL
1007975	NULL	3	1	3	1	NULL
1008042	NULL	3	1	2	0	NULL
1008044	NULL	2	1	2	1	NULL
1008066	NULL	3	1	2	0	NULL
1008067	NULL	3	1	2	0	NULL
1008070	NULL	12	1	11	0	NULL
1008075	NULL	4	1	3	0	NULL
1008076	NULL	3	1	2	0	NULL
1008084	NULL	3	1	2	0	NULL
1008092	NULL	3	1	2	0	NULL
1008094	NULL	4	1	3	0	NULL
1008157	NULL	3	1	2	0	NULL
1008160	NULL	3	1	2	0	NULL
1008165	NULL	3	1	2	0	NULL
1008180	NULL	3	1	2	0	NULL
1008183	NULL	2	1	2	1	NULL
1008211	NULL	2	1	2	1	NULL
1008225	NULL	4	1	3	0	NULL
1008250	NULL	3	1	2	0	NULL
1008327	NULL	4	1	3	0	NULL
1008328	NULL	5	1	4	0	NULL
1008337	NULL	5	1	4	0	NULL
1008339	NULL	4	1	3	0	NULL
1008356	NULL	3	1	3	1	NULL
1008357	NULL	3	1	2	0	NULL
1008361	NULL	2	1	2	1	NULL
1008362	NULL	2	1	2	1	NULL
1008371	NULL	4	1	3	0	NULL
1008379	NULL	3	1	2	0	NULL
1008391	NULL	3	1	2	0	NULL
1008393	NULL	3	1	2	0	NULL
1008402	NULL	4	1	3	0	NULL
1008404	NULL	3	1	2	0	NULL
1008405	NULL	3	1	2	0	NULL
1008420	NULL	3	1	2	0	NULL
1008427	NULL	3	1	2	0	NULL
1008442	NULL	3	1	2	0	NULL
1008455	NULL	3	1	3	1	NULL
1008461	NULL	6	1	5	0	NULL
1008475	NULL	4	1	3	0	NULL
1008483	NULL	3	1	2	0	NULL
1008491	NULL	3	1	2	0	NULL
1008506	NULL	2	1	2	1	NULL
1008564	NULL	3	1	2	0	NULL
1008573	NULL	4	1	3	0	NULL
1008575	NULL	2	1	2	1	NULL
1008583	NULL	6	1	5	0	NULL
1008587	NULL	3	1	2	0	NULL
1008593	NULL	2	1	2	1	NULL
1008612	NULL	3	1	2	0	NULL
1008618	NULL	3	1	2	0	NULL
1008632	NULL	4	1	4	1	NULL
1008647	NULL	4	1	3	0	NULL
1008661	NULL	2	1	2	1	NULL
1008662	NULL	3	1	2	0	NULL
1008667	NULL	3	1	2	0	NULL
1008687	NULL	5	1	4	0	NULL
1008690	NULL	3	1	2	0	NULL
1008697	NULL	6	1	5	0	NULL
1008700	NULL	3	1	2	0	NULL
1008749	NULL	2	1	2	1	NULL
1008773	NULL	8	1	7	0	NULL
1008782	NULL	3	1	2	0	NULL
1008790	NULL	3	1	2	0	NULL
1008795	NULL	12	1	12	1	NULL
1008803	NULL	8	1	7	0	NULL
1008839	NULL	3	1	2	0	NULL
1008842	NULL	3	1	3	1	NULL
1008905	NULL	6	1	5	0	NULL
1008909	NULL	11	1	11	1	NULL
1008912	NULL	2	1	2	1	NULL
1008928	NULL	3	1	2	0	NULL
1008943	NULL	3	1	2	0	NULL
1008954	NULL	3	1	2	0	NULL
1008977	NULL	3	1	2	0	NULL
1009068	NULL	3	1	2	0	NULL
1009088	NULL	3	1	2	0	NULL
1009089	NULL	14	1	14	1	NULL
1009108	NULL	3	1	2	0	NULL
1009123	NULL	5	1	5	1	NULL
1009129	NULL	2	1	2	1	NULL
1009163	NULL	2	1	2	1	NULL
1009174	NULL	3	1	2	0	NULL
1009197	NULL	3	1	2	0	NULL
1009199	NULL	11	1	10	0	NULL
1009221	NULL	4	1	3	0	NULL
1009226	NULL	2	1	2	1	NULL
1009237	NULL	5	1	4	0	NULL
1009238	NULL	3	1	2	0	NULL
1009256	NULL	36	1	36	1	NULL
1009299	NULL	3	1	2	0	NULL
1009342	NULL	41	1	41	1	NULL
1009349	NULL	19	1	19	1	NULL
1009354	NULL	26	1	26	1	NULL
1009474	NULL	9	1	9	1	NULL
1009483	NULL	5	1	5	1	NULL
1009502	NULL	3	1	2	0	NULL
1009505	NULL	5	1	5	1	NULL
1009511	NULL	12	1	11	0	NULL
1009532	NULL	4	1	4	1	NULL
1009560	NULL	3	1	2	0	NULL
1009574	NULL	4	1	3	0	NULL
1004902	NULL	NULL	NULL	2	NULL	NULL
1004903	NULL	NULL	NULL	2	NULL	NULL
1004904	NULL	NULL	NULL	2	NULL	NULL
1004905	NULL	NULL	NULL	2	NULL	NULL
1004906	NULL	NULL	NULL	2	NULL	NULL
1004908	NULL	NULL	NULL	5	NULL	NULL
1004910	NULL	NULL	NULL	3	NULL	NULL
1004913	NULL	NULL	NULL	3	NULL	NULL
1004916	NULL	NULL	NULL	2	NULL	NULL
1004919	NULL	NULL	NULL	6	NULL	NULL
1004920	NULL	NULL	NULL	24	NULL	NULL
1004921	NULL	NULL	NULL	25	NULL	NULL
1004922	NULL	NULL	NULL	8	NULL	NULL
1004925	NULL	NULL	NULL	4	NULL	NULL
1004927	NULL	NULL	NULL	2	NULL	NULL
1004930	NULL	NULL	NULL	5	NULL	NULL
1004931	NULL	NULL	NULL	3	NULL	NULL
1004932	NULL	NULL	NULL	29	NULL	NULL
1004935	NULL	NULL	NULL	2	NULL	NULL
1004938	NULL	NULL	NULL	10	NULL	NULL
1004940	NULL	NULL	NULL	4	NULL	NULL
1004942	NULL	NULL	NULL	2	NULL	NULL
1004944	NULL	NULL	NULL	2	NULL	NULL
1004946	NULL	NULL	NULL	4	NULL	NULL
1004947	NULL	NULL	NULL	2	NULL	NULL
1004949	NULL	NULL	NULL	2	NULL	NULL
1004950	NULL	NULL	NULL	2	NULL	NULL
1004951	NULL	NULL	NULL	10	NULL	NULL
1004953	NULL	NULL	NULL	6	NULL	NULL
1004954	NULL	NULL	NULL	2	NULL	NULL
1004955	NULL	NULL	NULL	2	NULL	NULL
1004956	NULL	NULL	NULL	2	NULL	NULL
1004957	NULL	NULL	NULL	2	NULL	NULL
1004958	NULL	NULL	NULL	3	NULL	NULL
1004960	NULL	NULL	NULL	3	NULL	NULL
1004961	NULL	NULL	NULL	3	NULL	NULL
1004966	NULL	NULL	NULL	12	NULL	NULL
1004967	NULL	NULL	NULL	2	NULL	NULL
1004968	NULL	NULL	NULL	11	NULL	NULL
1004969	NULL	NULL	NULL	4	NULL	NULL
1004971	NULL	NULL	NULL	2	NULL	NULL
1004972	NULL	NULL	NULL	2	NULL	NULL
1004973	NULL	NULL	NULL	2	NULL	NULL
1004979	NULL	NULL	NULL	3	NULL	NULL
1004981	NULL	NULL	NULL	2	NULL	NULL
1004983	NULL	NULL	NULL	2	NULL	NULL
1004998	NULL	NULL	NULL	4	NULL	NULL
1005001	NULL	NULL	NULL	4	NULL	NULL
1005003	NULL	NULL	NULL	2	NULL	NULL
1005006	NULL	NULL	NULL	7	NULL	NULL
1005013	NULL	NULL	NULL	3	NULL	NULL
1005019	NULL	NULL	NULL	2	NULL	NULL
1005022	NULL	NULL	NULL	4	NULL	NULL
1005026	NULL	NULL	NULL	2	NULL	NULL
1005027	NULL	NULL	NULL	6	NULL	NULL
1005028	NULL	NULL	NULL	2	NULL	NULL
1005029	NULL	NULL	NULL	9	NULL	NULL
1005030	NULL	NULL	NULL	2	NULL	NULL
1005032	NULL	NULL	NULL	7	NULL	NULL
1005034	NULL	NULL	NULL	2	NULL	NULL
1005036	NULL	NULL	NULL	6	NULL	NULL
1005048	NULL	NULL	NULL	8	NULL	NULL
1005050	NULL	NULL	NULL	5	NULL	NULL
1005051	NULL	NULL	NULL	2	NULL	NULL
1005052	NULL	NULL	NULL	3	NULL	NULL
1005060	NULL	NULL	NULL	3	NULL	NULL
1005066	NULL	NULL	NULL	2	NULL	NULL
1005072	NULL	NULL	NULL	2	NULL	NULL
1005073	NULL	NULL	NULL	2	NULL	NULL
1005075	NULL	NULL	NULL	3	NULL	NULL
1005078	NULL	NULL	NULL	2	NULL	NULL
1005079	NULL	NULL	NULL	2	NULL	NULL
1005081	NULL	NULL	NULL	2	NULL	NULL
1005082	NULL	NULL	NULL	2	NULL	NULL
1005083	NULL	NULL	NULL	2	NULL	NULL
1005084	NULL	NULL	NULL	2	NULL	NULL
1005085	NULL	NULL	NULL	2	NULL	NULL
1005086	NULL	NULL	NULL	2	NULL	NULL
1005087	NULL	NULL	NULL	2	NULL	NULL
1005089	NULL	NULL	NULL	2	NULL	NULL
1005090	NULL	NULL	NULL	83	NULL	NULL
1005091	NULL	NULL	NULL	3	NULL	NULL
1005092	NULL	NULL	NULL	2	NULL	NULL
1005099	NULL	NULL	NULL	6	NULL	NULL
1005103	NULL	NULL	NULL	2	NULL	NULL
1005107	NULL	NULL	NULL	2	NULL	NULL
1005109	NULL	NULL	NULL	2	NULL	NULL
1005111	NULL	NULL	NULL	3	NULL	NULL
1005112	NULL	NULL	NULL	7	NULL	NULL
1005113	NULL	NULL	NULL	2	NULL	NULL
1005114	NULL	NULL	NULL	6	NULL	NULL
1005115	NULL	NULL	NULL	5	NULL	NULL
1005118	NULL	NULL	NULL	5	NULL	NULL
1005124	NULL	NULL	NULL	7	NULL	NULL
1005129	NULL	NULL	NULL	2	NULL	NULL
1005132	NULL	NULL	NULL	3	NULL	NULL
1005133	NULL	NULL	NULL	3	NULL	NULL
1005134	NULL	NULL	NULL	2	NULL	NULL
1005135	NULL	NULL	NULL	4	NULL	NULL
1005137	NULL	NULL	NULL	4	NULL	NULL
1005138	NULL	NULL	NULL	9	NULL	NULL
1005139	NULL	NULL	NULL	3	NULL	NULL
1005145	NULL	NULL	NULL	4	NULL	NULL
1005147	NULL	NULL	NULL	2	NULL	NULL
1005151	NULL	NULL	NULL	13	NULL	NULL
1005153	NULL	NULL	NULL	6	NULL	NULL
1005154	NULL	NULL	NULL	24	NULL	NULL
1005162	NULL	NULL	NULL	2	NULL	NULL
1005164	NULL	NULL	NULL	4	NULL	NULL
1005165	NULL	NULL	NULL	3	NULL	NULL
1005171	NULL	NULL	NULL	6	NULL	NULL
1005176	NULL	NULL	NULL	4	NULL	NULL
1005177	NULL	NULL	NULL	2	NULL	NULL
1005179	NULL	NULL	NULL	2	NULL	NULL
1005180	NULL	NULL	NULL	9	NULL	NULL
1005182	NULL	NULL	NULL	14	NULL	NULL
1005184	NULL	NULL	NULL	5	NULL	NULL
1005188	NULL	NULL	NULL	2	NULL	NULL
1005189	NULL	NULL	NULL	2	NULL	NULL
1005191	NULL	NULL	NULL	2	NULL	NULL
1005198	NULL	NULL	NULL	9	NULL	NULL
1005200	NULL	NULL	NULL	14	NULL	NULL
1005202	NULL	NULL	NULL	4	NULL	NULL
1005207	NULL	NULL	NULL	3	NULL	NULL
1005209	NULL	NULL	NULL	2	NULL	NULL
1005212	NULL	NULL	NULL	3	NULL	NULL
1005214	NULL	NULL	NULL	3	NULL	NULL
1005221	NULL	NULL	NULL	2	NULL	NULL
1005225	NULL	NULL	NULL	2	NULL	NULL
1005228	NULL	NULL	NULL	3	NULL	NULL
1005232	NULL	NULL	NULL	40	NULL	NULL
1005234	NULL	NULL	NULL	6	NULL	NULL
1005237	NULL	NULL	NULL	7	NULL	NULL
1005238	NULL	NULL	NULL	29	NULL	NULL
1005239	NULL	NULL	NULL	8	NULL	NULL
1005240	NULL	NULL	NULL	2	NULL	NULL
1005243	NULL	NULL	NULL	5	NULL	NULL
1005247	NULL	NULL	NULL	2	NULL	NULL
1005248	NULL	NULL	NULL	6	NULL	NULL
1005250	NULL	NULL	NULL	3	NULL	NULL
1005257	NULL	NULL	NULL	6	NULL	NULL
1005258	NULL	NULL	NULL	2	NULL	NULL
1005260	NULL	NULL	NULL	2	NULL	NULL
1005262	NULL	NULL	NULL	3	NULL	NULL
1005263	NULL	NULL	NULL	4	NULL	NULL
1005266	NULL	NULL	NULL	2	NULL	NULL
1005268	NULL	NULL	NULL	2	NULL	NULL
1005272	NULL	NULL	NULL	2	NULL	NULL
1005273	NULL	NULL	NULL	2	NULL	NULL
1005275	NULL	NULL	NULL	2	NULL	NULL
1005277	NULL	NULL	NULL	2	NULL	NULL
1005279	NULL	NULL	NULL	3	NULL	NULL
1005281	NULL	NULL	NULL	2	NULL	NULL
1005284	NULL	NULL	NULL	2	NULL	NULL
1005287	NULL	NULL	NULL	2	NULL	NULL
1005288	NULL	NULL	NULL	2	NULL	NULL
1005289	NULL	NULL	NULL	3	NULL	NULL
1005291	NULL	NULL	NULL	2	NULL	NULL
1005293	NULL	NULL	NULL	6	NULL	NULL
1005294	NULL	NULL	NULL	2	NULL	NULL
1005295	NULL	NULL	NULL	3	NULL	NULL
1005298	NULL	NULL	NULL	2	NULL	NULL
1005308	NULL	NULL	NULL	2	NULL	NULL
1005311	NULL	NULL	NULL	13	NULL	NULL
1005315	NULL	NULL	NULL	14	NULL	NULL
1005323	NULL	NULL	NULL	3	NULL	NULL
1005325	NULL	NULL	NULL	5	NULL	NULL
1005328	NULL	NULL	NULL	22	NULL	NULL
1005329	NULL	NULL	NULL	6	NULL	NULL
1005330	NULL	NULL	NULL	3	NULL	NULL
1005332	NULL	NULL	NULL	2	NULL	NULL
1005333	NULL	NULL	NULL	3	NULL	NULL
1005334	NULL	NULL	NULL	3	NULL	NULL
1005340	NULL	NULL	NULL	16	NULL	NULL
1005341	NULL	NULL	NULL	13	NULL	NULL
1005343	NULL	NULL	NULL	2	NULL	NULL
1005346	NULL	NULL	NULL	2	NULL	NULL
1005347	NULL	NULL	NULL	2	NULL	NULL
1005352	NULL	NULL	NULL	2	NULL	NULL
1005353	NULL	NULL	NULL	4	NULL	NULL
1005358	NULL	NULL	NULL	2	NULL	NULL
1005363	NULL	NULL	NULL	2	NULL	NULL
1005365	NULL	NULL	NULL	10	NULL	NULL
1005366	NULL	NULL	NULL	3	NULL	NULL
1005367	NULL	NULL	NULL	2	NULL	NULL
1005368	NULL	NULL	NULL	2	NULL	NULL
1005370	NULL	NULL	NULL	3	NULL	NULL
1005372	NULL	NULL	NULL	2	NULL	NULL
1005374	NULL	NULL	NULL	2	NULL	NULL
1005376	NULL	NULL	NULL	12	NULL	NULL
1005378	NULL	NULL	NULL	2	NULL	NULL
1005380	NULL	NULL	NULL	12	NULL	NULL
1005382	NULL	NULL	NULL	3	NULL	NULL
1005386	NULL	NULL	NULL	2	NULL	NULL
1005387	NULL	NULL	NULL	2	NULL	NULL
1005390	NULL	NULL	NULL	3	NULL	NULL
1005391	NULL	NULL	NULL	3	NULL	NULL
1005395	NULL	NULL	NULL	2	NULL	NULL
1005399	NULL	NULL	NULL	2	NULL	NULL
1005400	NULL	NULL	NULL	2	NULL	NULL
1005401	NULL	NULL	NULL	2	NULL	NULL
1005403	NULL	NULL	NULL	2	NULL	NULL
1005406	NULL	NULL	NULL	7	NULL	NULL
1005408	NULL	NULL	NULL	11	NULL	NULL
1005413	NULL	NULL	NULL	2	NULL	NULL
1005414	NULL	NULL	NULL	2	NULL	NULL
1005422	NULL	NULL	NULL	2	NULL	NULL
1005423	NULL	NULL	NULL	4	NULL	NULL
1005425	NULL	NULL	NULL	2	NULL	NULL
1005428	NULL	NULL	NULL	5	NULL	NULL
1005429	NULL	NULL	NULL	11	NULL	NULL
1005430	NULL	NULL	NULL	2	NULL	NULL
1005437	NULL	NULL	NULL	5	NULL	NULL
1005444	NULL	NULL	NULL	2	NULL	NULL
1005446	NULL	NULL	NULL	2	NULL	NULL
1005447	NULL	NULL	NULL	2	NULL	NULL
1005448	NULL	NULL	NULL	2	NULL	NULL
1005449	NULL	NULL	NULL	7	NULL	NULL
1005451	NULL	NULL	NULL	2	NULL	NULL
1005454	NULL	NULL	NULL	4	NULL	NULL
1005456	NULL	NULL	NULL	2	NULL	NULL
1005457	NULL	NULL	NULL	2	NULL	NULL
1005458	NULL	NULL	NULL	4	NULL	NULL
1005462	NULL	NULL	NULL	7	NULL	NULL
1005463	NULL	NULL	NULL	3	NULL	NULL
1005465	NULL	NULL	NULL	8	NULL	NULL
1005467	NULL	NULL	NULL	2	NULL	NULL
1005469	NULL	NULL	NULL	2	NULL	NULL
1005474	NULL	NULL	NULL	8	NULL	NULL
1005475	NULL	NULL	NULL	2	NULL	NULL
1005477	NULL	NULL	NULL	2	NULL	NULL
1005479	NULL	NULL	NULL	2	NULL	NULL
1005480	NULL	NULL	NULL	5	NULL	NULL
1005482	NULL	NULL	NULL	3	NULL	NULL
1005484	NULL	NULL	NULL	2	NULL	NULL
1005487	NULL	NULL	NULL	2	NULL	NULL
1005488	NULL	NULL	NULL	4	NULL	NULL
1005489	NULL	NULL	NULL	2	NULL	NULL
1005490	NULL	NULL	NULL	9	NULL	NULL
1005491	NULL	NULL	NULL	2	NULL	NULL
1005494	NULL	NULL	NULL	2	NULL	NULL
1005496	NULL	NULL	NULL	2	NULL	NULL
1005500	NULL	NULL	NULL	2	NULL	NULL
1005501	NULL	NULL	NULL	2	NULL	NULL
1005502	NULL	NULL	NULL	2	NULL	NULL
1005503	NULL	NULL	NULL	2	NULL	NULL
1005504	NULL	NULL	NULL	2	NULL	NULL
1005507	NULL	NULL	NULL	2	NULL	NULL
1005510	NULL	NULL	NULL	5	NULL	NULL
1005514	NULL	NULL	NULL	2	NULL	NULL
1005515	NULL	NULL	NULL	3	NULL	NULL
1005516	NULL	NULL	NULL	3	NULL	NULL
1005520	NULL	NULL	NULL	3	NULL	NULL
1005522	NULL	NULL	NULL	2	NULL	NULL
1005524	NULL	NULL	NULL	3	NULL	NULL
1005528	NULL	NULL	NULL	12	NULL	NULL
1005531	NULL	NULL	NULL	4	NULL	NULL
1005532	NULL	NULL	NULL	2	NULL	NULL
1005533	NULL	NULL	NULL	2	NULL	NULL
1005536	NULL	NULL	NULL	3	NULL	NULL
1005538	NULL	NULL	NULL	13	NULL	NULL
1005539	NULL	NULL	NULL	2	NULL	NULL
1005543	NULL	NULL	NULL	2	NULL	NULL
1005546	NULL	NULL	NULL	4	NULL	NULL
1005548	NULL	NULL	NULL	4	NULL	NULL
1005551	NULL	NULL	NULL	11	NULL	NULL
1005552	NULL	NULL	NULL	2	NULL	NULL
1005555	NULL	NULL	NULL	11	NULL	NULL
1005567	NULL	NULL	NULL	2	NULL	NULL
1005568	NULL	NULL	NULL	11	NULL	NULL
1005571	NULL	NULL	NULL	8	NULL	NULL
1005574	NULL	NULL	NULL	4	NULL	NULL
1005579	NULL	NULL	NULL	2	NULL	NULL
1005580	NULL	NULL	NULL	2	NULL	NULL
1005582	NULL	NULL	NULL	2	NULL	NULL
1005585	NULL	NULL	NULL	3	NULL	NULL
1005586	NULL	NULL	NULL	4	NULL	NULL
1005587	NULL	NULL	NULL	2	NULL	NULL
1005588	NULL	NULL	NULL	3	NULL	NULL
1005591	NULL	NULL	NULL	3	NULL	NULL
1005592	NULL	NULL	NULL	3	NULL	NULL
1005593	NULL	NULL	NULL	6	NULL	NULL
1005597	NULL	NULL	NULL	7	NULL	NULL
1005600	NULL	NULL	NULL	4	NULL	NULL
1005602	NULL	NULL	NULL	3	NULL	NULL
1005604	NULL	NULL	NULL	4	NULL	NULL
1005605	NULL	NULL	NULL	2	NULL	NULL
1005609	NULL	NULL	NULL	5	NULL	NULL
1005611	NULL	NULL	NULL	7	NULL	NULL
1005612	NULL	NULL	NULL	2	NULL	NULL
1005613	NULL	NULL	NULL	2	NULL	NULL
1005617	NULL	NULL	NULL	2	NULL	NULL
1005619	NULL	NULL	NULL	7	NULL	NULL
1005621	NULL	NULL	NULL	3	NULL	NULL
1005623	NULL	NULL	NULL	2	NULL	NULL
1005627	NULL	NULL	NULL	2	NULL	NULL
1005629	NULL	NULL	NULL	2	NULL	NULL
1005632	NULL	NULL	NULL	2	NULL	NULL
1005633	NULL	NULL	NULL	10	NULL	NULL
1005635	NULL	NULL	NULL	7	NULL	NULL
1005636	NULL	NULL	NULL	2	NULL	NULL
1005638	NULL	NULL	NULL	5	NULL	NULL
1005640	NULL	NULL	NULL	2	NULL	NULL
1005642	NULL	NULL	NULL	3	NULL	NULL
1005643	NULL	NULL	NULL	2	NULL	NULL
1005645	NULL	NULL	NULL	2	NULL	NULL
1005646	NULL	NULL	NULL	7	NULL	NULL
1005649	NULL	NULL	NULL	2	NULL	NULL
1005651	NULL	NULL	NULL	4	NULL	NULL
1005652	NULL	NULL	NULL	24	NULL	NULL
1005653	NULL	NULL	NULL	4	NULL	NULL
1005662	NULL	NULL	NULL	3	NULL	NULL
1005663	NULL	NULL	NULL	2	NULL	NULL
1005664	NULL	NULL	NULL	2	NULL	NULL
1005665	NULL	NULL	NULL	4	NULL	NULL
1005668	NULL	NULL	NULL	12	NULL	NULL
1005669	NULL	NULL	NULL	3	NULL	NULL
1005675	NULL	NULL	NULL	4	NULL	NULL
1005677	NULL	NULL	NULL	9	NULL	NULL
1005680	NULL	NULL	NULL	2	NULL	NULL
1005681	NULL	NULL	NULL	2	NULL	NULL
1005682	NULL	NULL	NULL	2	NULL	NULL
1005684	NULL	NULL	NULL	2	NULL	NULL
1005685	NULL	NULL	NULL	2	NULL	NULL
1005687	NULL	NULL	NULL	2	NULL	NULL
1005688	NULL	NULL	NULL	2	NULL	NULL
1005689	NULL	NULL	NULL	2	NULL	NULL
1005690	NULL	NULL	NULL	2	NULL	NULL
1005691	NULL	NULL	NULL	2	NULL	NULL
1005692	NULL	NULL	NULL	2	NULL	NULL
1005693	NULL	NULL	NULL	2	NULL	NULL
1005695	NULL	NULL	NULL	19	NULL	NULL
1005698	NULL	NULL	NULL	4	NULL	NULL
1005702	NULL	NULL	NULL	3	NULL	NULL
1005703	NULL	NULL	NULL	2	NULL	NULL
1005705	NULL	NULL	NULL	2	NULL	NULL
1005706	NULL	NULL	NULL	2	NULL	NULL
1005707	NULL	NULL	NULL	3	NULL	NULL
1005708	NULL	NULL	NULL	5	NULL	NULL
1005709	NULL	NULL	NULL	5	NULL	NULL
1005711	NULL	NULL	NULL	2	NULL	NULL
1005714	NULL	NULL	NULL	2	NULL	NULL
1005716	NULL	NULL	NULL	2	NULL	NULL
1005720	NULL	NULL	NULL	2	NULL	NULL
1005722	NULL	NULL	NULL	2	NULL	NULL
1005726	NULL	NULL	NULL	5	NULL	NULL
1005727	NULL	NULL	NULL	5	NULL	NULL
1005734	NULL	NULL	NULL	2	NULL	NULL
1005737	NULL	NULL	NULL	3	NULL	NULL
1005738	NULL	NULL	NULL	8	NULL	NULL
1005739	NULL	NULL	NULL	3	NULL	NULL
1005744	NULL	NULL	NULL	4	NULL	NULL
1005745	NULL	NULL	NULL	3	NULL	NULL
1005746	NULL	NULL	NULL	2	NULL	NULL
1005748	NULL	NULL	NULL	3	NULL	NULL
1005749	NULL	NULL	NULL	2	NULL	NULL
1005752	NULL	NULL	NULL	2	NULL	NULL
1005753	NULL	NULL	NULL	4	NULL	NULL
1005755	NULL	NULL	NULL	2	NULL	NULL
1005757	NULL	NULL	NULL	2	NULL	NULL
